0,2211,12
0,2260,12
0,1433,12
0,1300,3
0,33,12
0,1979,3
0,2408,12
0,1920,3
0,3129,15
0,3367,15
0,1526,15
0,1060,15
0,2445,15
0,575,3
0,831,5
0,2635,3
0,3004,5
0,1803,10
0,2830,5
0,2112,3
0,952,12
0,2933,12
0,1518,5
0,2529,12
0,2384,5
0,3185,7
0,2030,5
0,2459,7
0,621,5
0,293,5
0,1968,5
0,839,7
0,2283,7
0,3192,7
0,1138,12
0,2930,12
0,2198,15
0,1941,15
0,899,12
0,1209,7
0,3354,15
0,2038,15
0,1661,7
0,2675,15
0,1405,7
0,1626,7
0,1573,15
0,1739,15
0,2076,15
0,3171,7
0,2629,15
0,106,5
0,2963,12
0,3022,5
0,3281,5
0,3080,12
0,1167,12
0,938,12
0,647,10
0,1402,10
0,2185,4
0,1671,4
0,204,2
0,317,0
0,3304,21
0,928,21
0,138,16
0,804,16
0,3222,9
0,1813,21
0,2680,15
0,605,15
0,743,15
0,3051,15
0,439,7
0,869,7
0,1011,12
0,312,12
0,558,12
0,592,7
0,1703,7
0,611,7
0,714,12
0,3070,15
0,2177,15
0,263,15
0,1256,17
0,107,31
0,52,0
0,1753,0
0,1835,3
0,412,3
0,1710,7
0,1169,13
0,2909,13
0,2705,13
0,2079,13
0,1642,13
0,2042,13
0,2011,13
0,2637,13
0,2288,28
0,2051,15
0,2807,15
0,2292,2
0,913,2
0,669,2
0,1658,2
0,1758,2
0,1959,0
0,536,2
0,967,2
0,1100,9
0,2202,0
0,54,21
0,2083,4
0,1847,9
0,1208,21
0,3356,0
0,1666,2
0,212,3
1,584,3
0,844,9
0,1862,9
0,1719,9
0,448,0
0,1234,4
0,2769,9
0,133,21
0,1989,2
0,658,0
0,1348,9
0,2588,2
0,1934,16
0,1699,16
0,678,4
0,1134,0
0,256,2
0,2889,2
0,2122,0
0,2595,3
0,3132,2
0,1975,9
2,614,0
1,463,2
0,1915,13
0,3385,28
0,2028,28
0,2237,28
0,1741,28
0,1190,28
0,2618,28
0,471,15
0,2979,25
0,2382,25
0,849,25
0,1563,25
0,2231,25
0,940,25
0,216,28
0,2333,15
0,1557,28
0,8,15
0,336,15
0,51,15
0,3270,15
0,3,13
0,1225,13
0,2561,13
0,1798,13
0,2027,13
0,715,13
0,2341,13
0,2984,13
0,888,13
0,2322,13
0,1790,13
0,384,13
0,445,13
0,452,25
0,3164,28
0,2676,25
0,1834,28
0,310,24
0,1572,28
0,55,28
0,2080,24
0,729,13
0,2226,15
0,1015,15
0,2998,15
0,2250,15
0,2256,15
0,2318,15
0,105,17
0,2160,15
0,2180,15
0,118,15
0,1282,29
0,1176,17
0,2210,3
0,2338,3
0,2646,2
0,464,9
0,1081,21
0,706,2
0,2457,16
0,1776,0
0,1608,15
0,1810,12
0,117,5
0,1485,3
0,1619,12
0,321,12
0,82,0
1,153,2
0,21,0
0,356,2
0,2441,3
2,337,3
0,3262,9
0,2863,0
0,2604,9
0,2744,3
0,2582,2
0,3314,3
0,2542,0
0,531,2
0,1461,9
0,1451,9
0,988,3
0,924,9
0,982,21
0,465,21
0,900,2
0,2167,0
0,1728,2
0,962,4
0,2494,2
0,2276,4
0,1633,4
0,2438,0
0,422,0
0,2972,0
0,562,2
0,145,4
0,826,0
2,687,2
0,655,0
0,856,4
0,2312,4
1,704,9
0,1414,2
0,937,0
2,485,3
0,1638,0
0,1413,9
1,249,2
0,693,0
0,3202,2
0,2010,4
0,657,4
0,3307,4
1,494,9
0,1688,9
0,3123,0
0,1301,2
0,1281,3
0,1276,21
0,1109,2
0,113,2
0,1711,0
0,2155,0
0,236,0
0,431,21
0,1743,21
0,1336,4
0,2380,0
0,299,2
0,576,2
0,1640,0
0,513,0
0,1136,4
0,2738,4
0,186,4
0,2225,21
0,3071,9
0,209,0
0,1911,21
0,3019,0
0,3044,2
0,2959,0
0,1482,21
0,1804,21
0,2407,31
0,3008,3
0,437,3
0,1749,4
0,3344,4
0,210,2
0,2024,0
0,599,0
0,1211,0
0,1182,0
0,1562,0
0,1410,17
0,2157,4
0,1639,4
0,1706,4
0,791,15
0,3278,15
0,1856,15
0,1607,0
0,95,0
0,540,0
0,427,4
0,2454,0
0,1188,0
0,1770,0
0,489,2
0,2073,9
0,2934,16
0,1469,0
0,506,21
0,1970,2
0,1025,16
0,162,4
0,1444,2
0,1376,4
0,842,4
0,498,0
0,1128,2
0,1367,21
0,1098,21
0,2816,4
0,3010,4
0,1047,0
0,736,0
0,2070,2
0,3214,2
0,632,2
0,2971,2
0,2403,0
0,3131,2
0,3152,2
0,3075,0
0,2917,0
0,1292,0
0,2058,4
0,818,21
0,2879,2
0,1316,9
0,1744,9
0,1855,2
0,1449,0
0,2429,4
0,2692,4
0,2373,16
0,134,16
0,1771,21
0,3091,2
0,501,0
0,1258,0
0,1130,4
0,3121,4
0,2606,9
0,521,0
0,2168,9
0,609,16
0,319,2
0,2377,2
0,2495,2
0,1566,16
0,3001,16
0,295,0
0,168,21
0,1145,21
0,808,4
0,2868,0
0,2366,21
0,1884,4
0,463,4
0,2656,16
0,2171,16
0,2108,2
0,1466,21
0,1859,21
0,1598,2
0,2217,4
0,2995,4
0,2714,0
0,3015,21
0,973,2
0,578,9
0,472,9
0,10,0
0,2346,9
0,2470,2
0,2766,9
0,1274,2
0,368,0
0,914,21
0,497,21
0,563,9
0,1509,16
0,1954,0
0,1422,27
0,2323,9
0,449,9
0,18,4
0,796,0
0,3169,0
0,3083,4
0,335,4
0,1110,2
0,673,9
0,2945,0
0,2784,0
0,2651,3
0,1570,2
0,441,0
0,3246,21
0,1385,2
2,426,0
0,3266,9
0,1860,9
0,744,2
0,2430,9
2,220,0
1,634,21
0,1596,21
1,538,0
0,588,9
0,2062,2
0,1600,0
